"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,,,
10,62265,1033703,Fresno,Kings Canyon Joint Unified,Kings Canyon Continuation,33,0,0,    0,       0,     0.0,,,
10,62265,1035310,Fresno,Kings Canyon Joint Unified,Reedley High,441,38,8.6,    20.2,      19,     4.3,,,
10,62281,1033950,Fresno,Laton Joint Unified,Laton High,43,9,20.9,NA,NA,NA,,,
10,62364,1034990,Fresno,Parlier Unified,Parlier High,139,9,6.5,NA,NA,NA,,,
10,62364,1035005,Fresno,Parlier Unified,San Joaquin Vlly High (Cont.),6,0,0,    0,       0,     0.0,,,
10,62414,1030451,Fresno,Sanger Unified,Taft High (Alter.),23,0,0,    0,       0,     0.0,,,
10,62414,1030766,Fresno,Sanger Unified,Hallmark Charter,73,0,0,    0,       0,     0.0,,,
10,62414,1036086,Fresno,Sanger Unified,Kings River High (Cont.),10,0,0,    0,       0,     0.0,,,
10,62414,1036094,Fresno,Sanger Unified,Sanger High,421,29,6.9,    21.7,      18,     4.3,,,
10,62430,1030758,Fresno,Selma Unified,Selma Independent,29,0,0,    0,       0,     0.0,,,
10,62430,1036607,Fresno,Selma Unified,Heartland High (Cont.),3,0,0,    0,       0,     0.0,,,
10,62430,1036672,Fresno,Selma Unified,Selma High,265,16,6,    21.3,      10,     3.8,,,
10,62521,1038298,Fresno,Washington Union High,Easton Continuation High,22,0,0,    0,       0,     0.0,,,
10,62521,1038306,Fresno,Washington Union High,Washington High,229,18,7.9,    16.1,       4,     1.7,,,
10,62539,1030881,Fresno,West Park Elementary,Rosalyn Charter,6,0,0,    0,       0,     0.0,,,
10,62539,6112387,Fresno,West Park Elementary,West Park Charter Academy,35,0,0,    0,       0,     0.0,,,
10,73809,1030121,Fresno,Firebaugh-Las Deltas Joint Unified,Firebaugh High,141,8,5.7,NA,NA,NA,,,
10,73809,1030147,Fresno,Firebaugh-Las Deltas Joint Unified,El Puente High (Cont.),3,0,0,    0,       0,     0.0,,,
10,73965,1030386,Fresno,Central Unified,Central Unified Alternative/Opportunity,84,0,0,    0,       0,     0.0,,,
10,73965,1030626,Fresno,Central Unified,Central High East Campus,585,44,7.5,    19.9,      22,     3.8,,,
10,73965,1035112,Fresno,Central Unified,Pershing High (Cont.),43,0,0,    0,       0,     0.0,,,
10,73999,1033430,Fresno,Kerman Unified,Kerman High,248,53,21.4,    18.3,      15,     6.0,,,
10,75127,1030261,Fresno,Mendota Unified,Mendota Continuation High,1,0,0,    0,       0,     0.0,,,
10,75127,1030493,Fresno,Mendota Unified,Mendota High,98,20,20.4,    16.2,       1,     1.0,,,
10,75234,1030352,Fresno,Golden Plains Unified,Rio Del Rey High (Cont.),8,0,0,    0,       0,     0.0,,,
10,75234,1037456,Fresno,Golden Plains Unified,Tranquillity High,131,8,6.1,NA,NA,NA,,,
10,75275,1030139,Fresno,Sierra Unified,Sandy Bluffs Alternative Education Center,1,0,0,    0,       0,     0.0,,,
10,75275,1036938,Fresno,Sierra Unified,Sierra High,250,4,1.6,NA,NA,NA,,,
10,75408,1030253,Fresno,Riverdale Joint Unified,Horizon High,6,0,0,    0,       0,     0.0,,,
10,75408,1035575,Fresno,Riverdale Joint Unified,Riverdale High,109,4,3.7,NA,NA,NA,,,
10,75598,1030535,Fresno,Caruthers Unified,Caruthers High,111,9,8.1,NA,NA,NA,,,
10,75598,1030543,Fresno,Caruthers Unified,Marc High,10,0,0,    0,       0,     0.0,,,
11,10116,1130087,Glenn,Glenn Co. Office of Education,Glenn County Juvenile Court,5,0,0,    0,       0,     0.0,,,
11,10116,1130103,Glenn,Glenn Co. Office of Education,Finch (William),21,0,0,    0,       0,     0.0,,,
11,10116,6077184,Glenn,Glenn Co. Office of Education,Special Education,12,0,0,    0,       0,     0.0,,,
11,62588,1130053,Glenn,Hamilton Union High,Barkley (Ella) High (Cont.),11,0,0,    0,       0,     0.0,,,
11,62588,1130111,Glenn,Hamilton Union High,Hamilton Community Day,1,0,0,    0,       0,     0.0,,,
11,62588,1133701,Glenn,Hamilton Union High,Hamilton Union High,61,17,27.9,    17.5,       5,     8.2,,,
11,62646,1136209,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,17,0,0,    0,       0,     0.0,,,
11,62653,1132109,Glenn,Stony Creek Joint Unified,Elk Creek Junior-Senior High,12,1,8.3,NA,NA,NA,,,
11,62661,1130038,Glenn,Willows Unified,Willows Community High (Cont),5,0,0,    0,       0,     0.0,,,
11,62661,1132851,Glenn,Willows Unified,Willows High,130,38,29.2,    19.4,      13,    10.0,,,
11,75481,1130012,Glenn,Orland Joint Unified,North Valley High (Cont.),5,0,0,    0,       0,     0.0,,,
11,75481,1130145,Glenn,Orland Joint Unified,Orland Community Day,4,0,0,    0,       0,     0.0,,,
11,75481,1135656,Glenn,Orland Joint Unified,Orland High,164,21,12.8,    19.5,       8,     4.9,,,
12,10124,1230077,Humboldt,Humboldt Co. Office of Education,Humboldt County Court Schools,4,0,0,    0,       0,     0.0,,,
12,10124,1230184,Humboldt,Humboldt Co. Office of Education,Humboldt County Community,58,0,0,    0,       0,     0.0,,,
12,10124,6077192,Humboldt,Humboldt Co. Office of Education,Special Education,9,0,0,    0,       0,     0.0,,,
12,62687,1230044,Humboldt,Northern Humboldt Union High,Pacific Coast High (Cont.),22,0,0,    0,       0,     0.0,,,
12,62687,1230051,Humboldt,Northern Humboldt Union High,Tsurai High (Cont.),29,0,0,    0,       0,     0.0,,,
12,62687,1230705,Humboldt,Northern Humboldt Union High,Arcata High,262,62,23.7,    23.2,      44,    16.8,,,
12,62687,1235209,Humboldt,Northern Humboldt Union High,McKinleyville High,185,6,3.2,NA,NA,NA,,,
12,62695,1230168,Humboldt,Big Lagoon Union Elementary,Big Lagoon Charter,11,0,0,    0,       0,     0.0,,,
12,62810,1233352,Humboldt,Fortuna Union High,East High (Cont.),42,0,0,    0,       0,     0.0,,,
12,62810,1233402,Humboldt,Fortuna Union High,Fortuna Union High,273,5,1.8,NA,NA,NA,,,
12,62901,1230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation,8,0,0,    0,       0,     0.0,,,
12,62901,1234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,67,3,4.5,NA,NA,NA,,,
12,62927,1230150,Humboldt,Loleta Union Elementary,Pacific View Charter,18,0,0,    0,       0,     0.0,,,
12,63040,1230010,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center (Cont.),3,2,66.7,NA,NA,NA,,,
12,63040,1230069,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center (Alter),17,0,0,    0,       0,     0.0,,,
12,63040,1237007,Humboldt,Southern Humboldt Joint Unified,South Fork Junior - Senior High,107,10,9.3,NA,NA,NA,,,
12,75374,1232909,Humboldt,Ferndale Unified,Ferndale High,39,0,0,    0,       0,     0.0,,,
12,75382,1230085,Humboldt,Mattole Unified,Mattole Triple Junction High,4,0,0,    0,       0,     0.0,,,
12,75382,1230135,Humboldt,Mattole Unified,Mattole Valley Charter (#159) Alt,87,0,0,    0,       0,     0.0,,,
12,75515,1230101,Humboldt,Eureka City Unified,Humboldt Bay High,13,0,0,    0,       0,     0.0,,,
12,75515,1232057,Humboldt,Eureka City Unified,Zoe Barnum High,80,0,0,    0,       0,     0.0,,,
12,75515,1232206,Humboldt,Eureka City Unified,Eureka Senior High,417,39,9.4,    22.3,      24,     5.8,,,
13,10132,1330117,Imperial,Imperial Co. Office of Education,Juvenile Hall/Community,16,0,0,    0,       0,     0.0,,,
13,10132,6069272,Imperial,Imperial Co. Office of Education,Special Education,1,0,0,    0,       0,     0.0,,,
13,63081,1331354,Imperial,Brawley Union High,Desert Valley High (Cont.),55,0,0,    0,       0,     0.0,,,
13,63081,1331404,Imperial,Brawley Union High,Brawley High,344,46,13.4,    19.2,      16,     4.7,,,
13,63099,1332154,Imperial,Calexico Unified,Aurora High (Cont.),43,0,0,    0,       0,     0.0,,,
13,63099,1332204,Imperial,Calexico Unified,Calexico High,573,27,4.7,    18.6,       7,     1.2,,,
13,63107,1330034,Imperial,Calipatria Unified,Midway High (Cont.),4,0,0,    0,       0,     0.0,,,
13,63107,1332501,Imperial,Calipatria Unified,Calipatria High,86,3,3.5,NA,NA,NA,,,
13,63115,1330133,Imperial,Central Union High,Southwest High,414,63,15.2,    18.7,      19,     4.6,,,
13,63115,1333004,Imperial,Central Union High,Central High,346,60,17.3,    20.0,      23,     6.6,,,
13,63115,1333558,Imperial,Central Union High,Desert Oasis High (Cont.),45,0,0,    0,       0,     0.0,,,
13,63149,1335306,Imperial,Holtville Unified,Holtville High,131,32,24.4,    18.1,       8,     6.1,,,
13,63149,1337138,Imperial,Holtville Unified,Webb (Sam) Continuation,19,0,0,    0,       0,     0.0,,,
13,63164,1331115,Imperial,Imperial Unified,Imperial Ave. Holbrook High (Cont.),9,0,0,    0,       0,     0.0,,,
13,63164,1335900,Imperial,Imperial Unified,Imperial High,138,4,2.9,NA,NA,NA,,,
13,63214,1330018,Imperial,San Pasqual Valley Unified,Manes (Bill M.) High (Cont.),4,0,0,    0,       0,     0.0,,,
13,63214,1337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,36,9,25,NA,NA,NA,,,
14,10140,1430073,Inyo,Inyo Co. Office of Education,Jill Kinmont Boothe School,8,0,0,    0,       0,     0.0,,,
14,10140,1430131,Inyo,Inyo Co. Office of Education,Alabama Hills Community Day,3,0,0,    0,       0,     0.0,,,
14,63248,1430123,Inyo,Big Pine Unified,Eureka Dunes High (Cont),1,0,0,    0,       0,     0.0,,,
14,63248,1431352,Inyo,Big Pine Unified,Big Pine High,9,1,11.1,NA,NA,NA,,,
14,63263,1430057,Inyo,Bishop Joint Union High,Palisade Glacier High (Cont.),16,0,0,    0,       0,     0.0,,,
14,63263,1431600,Inyo,Bishop Joint Union High,Bishop High,173,8,4.6,NA,NA,NA,,,
14,63271,1438308,Inyo,Death Valley Unified,Death Valley High Academy,3,0,0,    0,       0,     0.0,,,
14,63289,1434901,Inyo,Lone Pine Unified,Lone Pine High,28,0,0,    0,       0,     0.0,,,
14,63297,1430107,Inyo,Owens Valley Unified,Bright (Keith B.) High (Juvenile Hall),1,0,0,    0,       0,     0.0,,,
14,63297,1436203,Inyo,Owens Valley Unified,Owens Valley High,10,0,0,    0,       0,     0.0,,,
15,10157,1530302,Kern,Kern Co. Office of Education,Juvenile Court,147,0,0,    0,       0,     0.0,,,
15,10157,1530310,Kern,Kern Co. Office of Education,County Community,386,0,0,    0,       0,     0.0,,,
15,10157,1530492,Kern,Kern Co. Office of Education,Valley Oaks Charter,22,0,0,    0,       0,     0.0,,,
15,10157,6069496,Kern,Kern Co. Office of Education,Special Education,20,0,0,    0,       0,     0.0,,,
15,63412,1530211,Kern,Delano Joint Union High,Ygnacio Valencia High (Alter.),53,0,0,    0,       0,     0.0,,,
15,63412,1531656,Kern,Delano Joint Union High,Valley High (Cont.),16,0,0,    0,       0,     0.0,,,
15,63412,1531672,Kern,Delano Joint Union High,Delano High,590,37,6.3,    19.9,      18,     3.1,,,
15,63529,1530021,Kern,Kern Union High,Central Valley Cont High,12,0,0,    0,       0,     0.0,,,
15,63529,1530047,Kern,Kern Union High,Nueva Continuation High,80,0,0,    0,       0,     0.0,,,
15,63529,1530112,Kern,Kern Union High,Vista West Continuation,126,0,0,    0,       0,     0.0,,,
15,63529,1530203,Kern,Kern Union High,Special Services/Constellation,8,0,0,    0,       0,     0.0,,,
15,63529,1530252,Kern,Kern Union High,Arvin High,482,30,6.2,    17.0,       4,     0.8,,,
15,63529,1530294,Kern,Kern Union High,Summit Continuation,9,0,0,    0,       0,     0.0,,,
15,63529,1530344,Kern,Kern Union High,Stockdale High,540,67,12.4,    23.7,      44,     8.1,,,
15,63529,1530369,Kern,Kern Union High,Centennial High,476,41,8.6,    20.7,      19,     4.0,,,
15,63529,1530385,Kern,Kern Union High,Ridgeview High,550,41,7.5,    19.9,      17,     3.1,,,
15,63529,1530435,Kern,Kern Union High,Kern Workforce 2000 Academy (Charter),233,0,0,    0,       0,     0.0,,,
15,63529,1530476,Kern,Kern Union High,Liberty High,545,51,9.4,    23.6,      39,     7.2,,,
15,63529,1530708,Kern,Kern Union High,Bakersfield High,603,26,4.3,    22.6,      19,     3.2,,,
15,63529,1532290,Kern,Kern Union High,East Bakersfield High,510,32,6.3,    21.2,      17,     3.3,,,
15,63529,1532605,Kern,Kern Union High,Foothill High,474,24,5.1,    19.5,       6,     1.3,,,
15,63529,1533330,Kern,Kern Union High,Highland High,440,18,4.1,    23.5,      14,     3.2,,,
15,63529,1533538,Kern,Kern Union High,Kern Valley High,131,20,15.3,    19.9,       7,     5.3,,,
15,63529,1534775,Kern,Kern Union High,North High,433,23,5.3,    22.4,      15,     3.5,,,
15,63529,1535087,Kern,Kern Union High,Shafter High,312,20,6.4,    19.2,       6,     1.9,,,
15,63529,1535392,Kern,Kern Union High,South High,532,32,6,    18.0,      10,     1.9,,,
15,63529,1536325,Kern,Kern Union High,Vista High (Cont.),166,0,0,    0,       0,     0.0,,,
15,63529,1536606,Kern,Kern Union High,West High,453,31,6.8,    20.0,      14,     3.1,,,
15,63628,1533843,Kern,Maricopa Unified,Maricopa High,22,3,13.6,NA,NA,NA,,,
15,63677,1530013,Kern,Mojave Unified,Mountain View High (Cont.),12,1,8.3,NA,NA,NA,,,
15,63677,1530336,Kern,Mojave Unified,Douglas High (Alter.),37,0,0,    0,       0,     0.0,,,
15,63677,1534460,Kern,Mojave Unified,Mojave Senior High,114,6,5.3,NA,NA,NA,,,
15,63685,1530286,Kern,Muroc Joint Unified,McGowan (Robert) High (Cont.),5,0,0,    0,       0,     0.0,,,
15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,38,2,5.3,NA,NA,NA,,,
15,63685,1531987,Kern,Muroc Joint Unified,Desert Junior/Senior High,92,32,34.8,    22.1,      18,    19.6,,,
15,63776,1530039,Kern,Southern Kern Unified,Rare Earth High (Cont.),21,0,0,    0,       0,     0.0,,,
15,63776,1530377,Kern,Southern Kern Unified,Lincoln (Abraham) Alternative,26,0,0,    0,       0,     0.0,,,
15,63776,1534957,Kern,Southern Kern Unified,Rosamond High,135,5,3.7,NA,NA,NA,,,
15,63818,1530138,Kern,Taft Union High,Buena Vista High (Cont.),6,0,0,    0,       0,     0.0,,,
15,63818,1535905,Kern,Taft Union High,Taft Union High,177,0,0,    0,       0,     0.0,,,
15,63826,1530245,Kern,Tehachapi Unified,Monroe High (Cont.),98,0,0,    0,       0,     0.0,,,
15,63826,1536135,Kern,Tehachapi Unified,Tehachapi High,304,34,11.2,    23.5,      28,     9.2,,,
15,63859,1530351,Kern,Wasco Union High,Independence High (Cont.),28,0,0,    0,       0,     0.0,,,
15,63859,1536440,Kern,Wasco Union High,Wasco High,247,43,17.4,    19.1,      13,     5.3,,,
15,73742,1530054,Kern,Sierra Sands Unified,Mesquite Continuation High,85,0,0,    0,       0,     0.0,,,
15,73742,1531367,Kern,Sierra Sands Unified,Burroughs High,358,17,4.7,    25.7,      15,     4.2,,,
15,73908,1530146,Kern,McFarland Unified,San Joaquin High (Cont.),9,0,0,    0,       0,     0.0,,,
15,73908,1530229,Kern,McFarland Unified,McFarland Independent (Alter.),39,0,0,    0,       0,     0.0,,,
15,73908,1534155,Kern,McFarland Unified,McFarland High,145,11,7.6,    15.9,       0,     0.0,,,
15,75168,1530401,Kern,El Tejon Unified,Frazier Mountain High,119,8,6.7,NA,NA,NA,,,
16,10165,1630102,Kings,Kings Co. Office of Education,J. C. Montgomery  School,24,0,0,    0,       0,     0.0,,,
16,10165,1630193,Kings,Kings Co. Office of Education,Kings County Community,21,0,0,    0,       0,     0.0,,,
16,63891,1630177,Kings,Corcoran Joint Unified,Corcoran Unified Community,2,0,0,    0,       0,     0.0,,,
16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,161,10,6.2,NA,NA,NA,,,
16,63925,1630060,Kings,Hanford Joint Union High,Hanford High Night (Cont.),7,0,0,    0,       0,     0.0,,,
16,63925,1630169,Kings,Hanford Joint Union High,Hanford West High,385,0,0,    0,       0,     0.0,,,
16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,384,29,7.6,    20.5,      11,     2.9,,,
16,63982,1630011,Kings,Lemoore Union High,Jamison (Donald C.) High (Cont.),67,0,0,    0,       0,     0.0,,,
16,63982,1630144,Kings,Lemoore Union High,Yokuts High (Cont.),1,0,0,    0,       0,     0.0,,,
16,63982,1635606,Kings,Lemoore Union High,Lemoore High,442,38,8.6,    19.7,      17,     3.8,,,
16,73932,1630078,Kings,Reef-Sunset Unified,Sunrise High (Cont.),5,0,0,    0,       0,     0.0,,,
16,73932,1630953,Kings,Reef-Sunset Unified,Avenal High,100,3,3,NA,NA,NA,,,
17,10173,1730068,Lake,Lake Co. Office of Education,Renaissance Court,4,0,0,    0,       0,     0.0,,,
17,10173,1730167,Lake,Lake Co. Office of Education,Redbud Community,17,0,0,    0,       0,     0.0,,,
17,64014,1730043,Lake,Kelseyville Unified,Kelseyville Continuation High,10,0,0,    0,       0,     0.0,,,
17,64014,1730100,Lake,Kelseyville Unified,Intermountain High,1,0,0,    0,       0,     0.0,,,
17,64014,1730159,Lake,Kelseyville Unified,Kelseyville Community Day,1,0,0,    0,       0,     0.0,,,
17,64014,1734359,Lake,Kelseyville Unified,Kelseyville High,135,12,8.9,    21.0,       5,     3.7,,,
17,64022,1730027,Lake,Konocti Unified,Carle' (William C.) High (Cont.),45,0,0,    0,       0,     0.0,,,
17,64022,1730118,Lake,Konocti Unified,Lewis Richard H. Alternative,16,0,0,    0,       0,     0.0,,,
17,64022,1730134,Lake,Konocti Unified,Genesis High,4,0,0,    0,       0,     0.0,,,
17,64022,1735000,Lake,Konocti Unified,Lower Lake High,160,1,0.6,NA,NA,NA,,,
17,64030,1730019,Lake,Lakeport Unified,Natural High (Cont.),12,0,0,    0,       0,     0.0,,,
17,64030,1730142,Lake,Lakeport Unified,Lakeport Alternative School,18,0,0,    0,       0,     0.0,,,
17,64030,1732304,Lake,Lakeport Unified,Clear Lake High,88,3,3.4,NA,NA,NA,,,
17,64055,1730035,Lake,Middletown Unified,Loconoma Valley High (Cont.),9,0,0,    0,       0,     0.0,,,
17,64055,1730126,Lake,Middletown Unified,Middletown Community Day,1,0,0,    0,       0,     0.0,,,
17,64055,1736008,Lake,Middletown Unified,Middletown High,88,5,5.7,NA,NA,NA,,,
17,64071,1730050,Lake,Upper Lake Union High,Clover Valley High (Cont.),11,0,0,    0,       0,     0.0,,,
17,64071,1737006,Lake,Upper Lake Union High,Upper Lake High,51,1,2,NA,NA,NA,,,
18,10181,1830058,Lassen,Lassen Co. Office of Education,Juvenile Court School,2,0,0,    0,       0,     0.0,,,
18,10181,1830140,Lassen,Lassen Co. Office of Education,Lassen County Community,9,0,0,    0,       0,     0.0,,,
18,10181,6069934,Lassen,Lassen Co. Office of Education,Special Education,6,0,0,    0,       0,     0.0,,,
18,64089,1830041,Lassen,Big Valley Joint Unified,Gateway High (Cont.),2,0,0,    0,       0,     0.0,,,
18,64089,1831601,Lassen,Big Valley Joint Unified,Big Valley High,22,4,18.2,NA,NA,NA,,,
18,64139,1830082,Lassen,Lassen Union High,Lassen Community Day,3,0,0,    0,       0,     0.0,,,
18,64139,1833805,Lassen,Lassen Union High,Lassen High,234,21,9,    21.7,      12,     5.1,,,
18,64139,1833813,Lassen,Lassen Union High,Credence High (Cont),18,0,0,    0,       0,     0.0,,,
18,64204,1830090,Lassen,Westwood Unified,Horizon High (Cont.),8,0,0,    0,       0,     0.0,,,
18,64204,1830132,Lassen,Westwood Unified,Westwood Charter School,226,0,0,    0,       0,     0.0,,,
18,64204,1838507,Lassen,Westwood Unified,Westwood High,30,1,3.3,NA,NA,NA,,,
18,75036,1833409,Lassen,Fort Sage Unified,Herlong High,15,1,6.7,NA,NA,NA,,,
18,75036,6010763,Lassen,Fort Sage Unified,Long Valley Charter,18,0,0,    0,       0,     0.0,,,
19,10199,1933399,Los Angeles,Los Angeles Co. Office of Education,L.A. County High School for the Arts,143,42,29.4,    21.4,      21,    14.7,,,
19,10199,1995232,Los Angeles,Los Angeles Co. Office of Education,Special Education,341,0,0,    0,       0,     0.0,,,
19,10199,1995240,Los Angeles,Los Angeles Co. Office of Education,Juvenile Hall/Community,1652,0,0,    0,       0,     0.0,,,
19,10199,1995257,Los Angeles,Los Angeles Co. Office of Education,Alternative/Opportunity,192,0,0,    0,       0,     0.0,,,
19,10199,1995869,Los Angeles,Los Angeles Co. Office of Education,International Polytechnic High,92,13,14.1,    19.1,       4,     4.3,,,
19,10199,1996008,Los Angeles,Los Angeles Co. Office of Education,Soledad Enrichment Action (Charter),98,0,0,    0,       0,     0.0,,,
19,10199,1996164,Los Angeles,Los Angeles Co. Office of Education,Antelope Valley County Community Day,32,0,0,    0,       0,     0.0,,,
19,10199,1996172,Los Angeles,Los Angeles Co. Office of Education,East Los Angeles Community Day,13,0,0,    0,       0,     0.0,,,
